system,accuracy,balanced_accuracy,rps,log_loss,ece,mae,rmse,correlation
Logistic walk-forward,0.6363636363636364,0.5183150183150184,0.17315662281181732,0.8892556634953006,0.12068788474977517,1.5660071723770912,1.8850848077740219,0.5229524102516121
de-vigged market,0.6363636363636364,0.5183150183150184,0.18475353586918175,0.9131732129117992,0.15850682531978422,,,
