fold,variant,accuracy,balanced_accuracy,rps,log_loss,ece
2018/19,uncalibrated,0.7096774193548387,0.6743589743589743,0.15040030215476788,0.9008188312082043,0.18638917758303858
2018/19,sigmoid,0.6774193548387096,0.6160256410256411,0.17592578116192184,0.9217656174451181,0.2175756355565895
2019/20,uncalibrated,0.7,0.6041666666666666,0.1412888774476416,0.7590339557066301,0.1305033837835051
2019/20,sigmoid,0.6666666666666666,0.5625,0.14527371020623983,0.8009375966713399,0.22000169398259475
