task,model,calibration,train_seconds,peak_memory_mb,accuracy,balanced_accuracy,macro_f1,mcc,log_loss,brier,rps,ece,precision_H,recall_H,f1_H,precision_D,recall_D,f1_D,precision_A,recall_A,f1_A,mae,rmse,r2,corr,train_season,test_season,split_index
L,SVC,sigmoid,0.08559029999742052,,0.7222222222222222,0.6466049382716049,0.6089154756084324,0.5779074657344998,0.7482183327174383,0.43029278828212913,0.13815112952594208,0.09161661250871475,0.9034749034749034,0.8125,0.8555758683729433,0.7916666666666666,0.17592592592592593,0.2878787878787879,0.5330739299610895,0.9513888888888888,0.683291770573566,,,,,2018/2019,2019/2020,2
L,SVC,isotonic,0.08230969999567606,,0.7185185185185186,0.6435185185185185,0.6099131868664824,0.5698525843588491,0.7225345876172248,0.4157078358568606,0.133463734599294,0.04135110304473468,0.9285714285714286,0.8125,0.8666666666666667,0.5675675675675675,0.19444444444444445,0.2896551724137931,0.5298804780876494,0.9236111111111112,0.6734177215189874,,,,,2018/2019,2019/2020,2
L,RandomForest,none,0.0,0.0,0.6,0.4930555555555555,0.4919881931267131,0.34848547349522574,0.8781942472440318,0.4997755555555555,0.1580273148148148,0.10927777777777775,0.8666666666666667,0.8125,0.8387096774193549,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4444444444444444,0.5,0.47058823529411764,,,,,2018/2019,2019/2020,2
L,RandomForest,sigmoid,0.3516514000002644,,0.6555555555555556,0.5578703703703703,0.5324434556915091,0.44070748024896267,0.8162291015754825,0.4808069098598673,0.14878391233787397,0.13340209820068644,0.8666666666666667,0.8125,0.8387096774193549,0.18181818181818182,0.1111111111111111,0.13793103448275862,0.5294117647058824,0.75,0.6206896551724138,,,,,2018/2019,2019/2020,2
L,RandomForest,isotonic,0.35088700000051176,,0.6537037037037037,0.5547839506172839,0.5282628274207529,0.4377587215691145,0.8616791319653493,0.4918710024698098,0.1557377696520544,0.054723471168860234,0.8666666666666667,0.8125,0.8387096774193549,0.16923076923076924,0.10185185185185185,0.12716763005780346,0.526829268292683,0.75,0.6189111747851003,,,,,2018/2019,2019/2020,2
L,GBM,none,0.0,0.0,0.5333333333333333,0.45138888888888884,0.45735535593547766,0.2692125675834442,2.5454821307923194,0.915441873289539,0.2658236777435912,0.4809677006802079,0.8461538461538461,0.6875,0.7586206896551724,0.125,0.16666666666666666,0.14285714285714285,0.4444444444444444,0.5,0.47058823529411764,,,,,2018/2019,2019/2020,2
L,GBM,sigmoid,4.026544799999101,,0.5796296296296296,0.4328703703703704,0.3999435909639775,0.2629099272655781,0.9587833524657722,0.5530352335115866,0.184790307591153,0.1431496636813985,0.7138810198300283,0.875,0.7862714508580343,0.0,0.0,0.0,0.40397350993377484,0.4236111111111111,0.4135593220338983,,,,,2018/2019,2019/2020,2
L,GBM,isotonic,4.025128500004939,,0.5648148148148148,0.41435185185185186,0.3862823962558268,0.22637640582586716,2.225515339533776,0.5902946114160262,0.19393595608287773,0.12037793404651281,0.6792452830188679,0.875,0.7647951441578149,0.0,0.0,0.0,0.424,0.3680555555555556,0.3940520446096654,,,,,2018/2019,2019/2020,2
L,XGBoost,none,0.0,0.0,0.5,0.4583333333333333,0.44741483337974564,0.2648538676772748,1.3793180867267583,0.7266591040142274,0.22231235560422646,0.36945223651182235,0.9090909090909091,0.625,0.7407407407407407,0.23076923076923078,0.5,0.3157894736842105,0.3333333333333333,0.25,0.2857142857142857,,,,,2018/2019,2019/2020,2
L,XGBoost,sigmoid,0.5294326000002911,,0.5833333333333334,0.5046296296296297,0.5101862659425708,0.3534821787791817,0.8807993151946665,0.5126470993846253,0.16119917476308931,0.1398545939035114,0.923728813559322,0.7569444444444444,0.8320610687022901,0.21052631578947367,0.3333333333333333,0.25806451612903225,0.45864661654135336,0.4236111111111111,0.4404332129963899,,,,,2018/2019,2019/2020,2
L,XGBoost,isotonic,0.5313619000007748,,0.5685185185185185,0.48726851851851843,0.4935663320031179,0.3326330086859438,0.9275872454672535,0.5294983927723939,0.1718047618567566,0.10829098596920149,0.9234042553191489,0.7534722222222222,0.8298279158699808,0.2011173184357542,0.3333333333333333,0.2508710801393728,0.42857142857142855,0.375,0.4,,,,,2018/2019,2019/2020,2
L,LightGBM,none,0.0,0.0,0.43333333333333335,0.3680555555555555,0.380476833108412,0.1542881708415041,2.965011001273046,0.9498217934345975,0.29970813020288406,0.5098300356838448,0.9,0.5625,0.6923076923076923,0.1111111111111111,0.16666666666666666,0.13333333333333333,0.2727272727272727,0.375,0.3157894736842105,,,,,2018/2019,2019/2020,2
L,LightGBM,sigmoid,0.49911449999490287,,0.6,0.5277777777777778,0.5314659197012138,0.3905353061016929,0.955395113501458,0.5674885446945505,0.1814237107354356,0.09188870655377664,1.0,0.75,0.8571428571428571,0.2222222222222222,0.3333333333333333,0.26666666666666666,0.4444444444444444,0.5,0.47058823529411764,,,,,2018/2019,2019/2020,2
L,LightGBM,isotonic,0.5177133000033791,,0.5092592592592593,0.4108796296296296,0.4278771968889045,0.24972627929482882,0.942151436184152,0.5893617057168632,0.17524984278783506,0.15896203289560976,0.9715639810426541,0.7118055555555556,0.8216432865731463,0.0949367088607595,0.1388888888888889,0.11278195488721804,0.3216374269005848,0.3819444444444444,0.3492063492063492,,,,,2018/2019,2019/2020,2
L,FIGS,none,0.0,0.0,0.5,0.40972222222222215,0.41347962382445136,0.20979270448951087,1.0383493099374261,0.6236461166055718,0.22140441479548068,0.1754663184031901,0.8461538461538461,0.6875,0.7586206896551724,0.2,0.16666666666666666,0.18181818181818182,0.25,0.375,0.3,,,,,2018/2019,2019/2020,2
L,FIGS,sigmoid,5.93901800000458,,0.5333333333333333,0.45138888888888884,0.4439665471923537,0.2364481082832986,0.9210841521084511,0.5559624821534663,0.19867192042957538,0.12765259445963079,0.7333333333333333,0.6875,0.7096774193548387,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.5,0.4,,,,,2018/2019,2019/2020,2
L,FIGS,isotonic,5.929575899994234,,0.5333333333333333,0.45138888888888884,0.4439665471923537,0.2364481082832986,0.8944556912562537,0.5358749284113717,0.18876747846933445,0.19052894580609725,0.7333333333333333,0.6875,0.7096774193548387,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.5,0.4,,,,,2018/2019,2019/2020,2
L_reg,DummyPrior,none,0.0006037999992258847,,,,,,,,,,,,,,,,,,,1.7623655913978495,2.3035435460480698,-0.03706440427486313,0.0,2018/2019,2019/2020,2
L_reg,SVR,none,0.31222140000318177,,,,,,,,,,,,,,,,,,,1.3740379026401421,1.7349669037893045,0.41170485526171086,0.6693983645443085,2018/2019,2019/2020,2
L_reg,KernelRidge,none,0.2818388000014238,,,,,,,,,,,,,,,,,,,1.3640356212292877,1.7903554503165633,0.3735428068120734,0.6490772108079254,2018/2019,2019/2020,2
L_reg,KernelRidgeApprox,none,0.2785266999999294,,,,,,,,,,,,,,,,,,,1.3893945007393183,1.741941173680536,0.4069656574794418,0.6847817165569476,2018/2019,2019/2020,2
L_reg,RandomForest,none,10.906937399995513,,,,,,,,,,,,,,,,,,,1.4819721255596252,1.9901664534093917,0.22590960672128013,0.568801265156328,2018/2019,2019/2020,2
L_reg,GBM,none,14.823821300000418,,,,,,,,,,,,,,,,,,,1.6251591928162314,1.9409463349608025,0.26372521005906746,0.6337372274252242,2018/2019,2019/2020,2
L_reg,XGBoost,none,6.862897499995597,,,,,,,,,,,,,,,,,,,1.5883851793077257,1.9586686827176716,0.25021830449661653,0.628190905781033,2018/2019,2019/2020,2
L_reg,LightGBM,none,2.0555335999961244,,,,,,,,,,,,,,,,,,,1.6193745073732517,2.1869361887423264,0.0652723334923494,0.3078808028855199,2018/2019,2019/2020,2
L_reg,FIGS,none,23.668309199994837,,,,,,,,,,,,,,,,,,,1.8723124805477744,2.283116981756231,-0.018753710563586212,0.33166898679679674,2018/2019,2019/2020,2
R_to_C,Margin_to_Class_DummyPrior,none,0.0,0.0,0.5333333333333333,0.3333333333333333,0.2318840579710145,0.0,1.0361837373830656,0.6240023538925956,0.23032779319202262,0.1141833482521386,0.5333333333333333,1.0,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2018/2019,2019/2020,2
R_to_C,Margin_to_Class_SVR,none,0.0,0.0,0.5333333333333333,0.3333333333333333,0.2318840579710145,0.0,1.0560894305436797,0.6361303626933957,0.22942221618956768,0.11940625421157208,0.5333333333333333,1.0,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2018/2019,2019/2020,2
R_to_C,Margin_to_Class_KernelRidge,none,0.0,0.0,0.5333333333333333,0.3333333333333333,0.2318840579710145,0.0,1.0754872720725046,0.6507781695651451,0.23494551816967993,0.1588738585411526,0.5333333333333333,1.0,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2018/2019,2019/2020,2
R_to_C,Margin_to_Class_KernelRidgeApprox,none,0.0,0.0,0.5333333333333333,0.3333333333333333,0.2318840579710145,0.0,1.0660895456366988,0.6439277518165729,0.23262661666176768,0.14407505370529933,0.5333333333333333,1.0,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2018/2019,2019/2020,2
R_to_C,Margin_to_Class_RandomForest,none,0.0,0.0,0.7,0.6041666666666666,0.5114539504441328,0.5457051563317492,0.7388616767559408,0.4204113585013135,0.13307478989974625,0.14611858462128743,0.8666666666666667,0.8125,0.8387096774193549,0.0,0.0,0.0,0.5333333333333333,1.0,0.6956521739130435,,,,,2018/2019,2019/2020,2
R_to_C,Margin_to_Class_GBM,none,0.0,0.0,0.7666666666666667,0.6458333333333334,0.5696969696969697,0.6276169650225729,0.6472059908264216,0.37656119491485823,0.11206806453185769,0.16711227668648598,0.8823529411764706,0.9375,0.9090909090909091,0.0,0.0,0.0,0.6666666666666666,1.0,0.8,,,,,2018/2019,2019/2020,2
R_to_C,Margin_to_Class_XGBoost,none,0.0,0.0,0.7666666666666667,0.6805555555555557,0.638737606479542,0.6510655043219851,0.7202837630766191,0.41236809723255274,0.1313811053962365,0.24496178637586533,0.9333333333333333,0.875,0.9032258064516129,1.0,0.16666666666666666,0.2857142857142857,0.5714285714285714,1.0,0.7272727272727273,,,,,2018/2019,2019/2020,2
R_to_C,Margin_to_Class_LightGBM,none,0.0,0.0,0.5333333333333333,0.3333333333333333,0.2318840579710145,0.0,1.0361837373830656,0.6240023538925956,0.23032779319202262,0.1141833482521386,0.5333333333333333,1.0,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2018/2019,2019/2020,2
R_to_C,Margin_to_Class_FIGS,none,0.0,0.0,0.6,0.5416666666666666,0.4444444444444444,0.4445783095771405,0.9175110724960235,0.5255790049644299,0.18286261817446975,0.1207209967565236,0.9090909090909091,0.625,0.7407407407407407,0.0,0.0,0.0,0.42105263157894735,1.0,0.5925925925925926,,,,,2018/2019,2019/2020,2
C,DummyPrior,none,0.00018010000349022448,,0.3939393939393939,0.3333333333333333,0.18840579710144925,0.0,1.1010036911166043,0.6763636363636365,0.26363636363636367,0.1393939393939394,0.3939393939393939,1.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2019/2020,2020/2021,3
C,SVC,none,0.0,0.0,0.6060606060606061,0.5616605616605617,0.5707070707070706,0.4073536157148497,0.8936956426588722,0.5085156266503018,0.18801052104805052,0.09301441667431123,0.5217391304347826,0.9230769230769231,0.6666666666666666,1.0,0.3333333333333333,0.5,0.75,0.42857142857142855,0.5454545454545454,,,,,2019/2020,2020/2021,3
C,SVC,sigmoid,0.01373809999495279,,0.6363636363636364,0.521978021978022,0.46606334841628955,0.42794805161809174,0.8991633605531152,0.5235020446008347,0.19158275285534657,0.10214407443529332,0.5714285714285714,0.9230769230769231,0.7058823529411765,0.0,0.0,0.0,0.75,0.6428571428571429,0.6923076923076923,,,,,2019/2020,2020/2021,3
C,SVC,isotonic,0.012431600000127219,,0.6666666666666666,0.5775335775335776,0.5657575757575758,0.4816011148706275,3.8753890542509017,0.5252394533468383,0.19464354685652865,0.19074077544830798,0.6,0.9230769230769231,0.7272727272727273,0.5,0.16666666666666666,0.25,0.8181818181818182,0.6428571428571429,0.72,,,,,2019/2020,2020/2021,3
C,RandomForest,none,0.0,0.0,0.5757575757575758,0.47069597069597074,0.4521072796934866,0.3190052873935053,0.9780660621519546,0.5480801225469435,0.19120326367553922,0.11193450941512446,0.625,0.7692307692307693,0.6896551724137931,0.0,0.0,0.0,0.6923076923076923,0.6428571428571429,0.6666666666666666,,,,,2019/2020,2020/2021,3
C,RandomForest,sigmoid,0.2801508999982616,,0.6363636363636364,0.5201465201465202,0.4672619047619048,0.41322822085492716,0.9523051200646937,0.5611138004442022,0.20349789492209602,0.1597589654551355,0.5789473684210527,0.8461538461538461,0.6875,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,,,,,2019/2020,2020/2021,3
C,RandomForest,isotonic,0.2875729000006686,,0.5757575757575758,0.47252747252747246,0.4342948717948718,0.31660792375701174,3.9898540168498573,0.6083475605809903,0.22561319802822818,0.1826548567402401,0.5789473684210527,0.8461538461538461,0.6875,0.0,0.0,0.0,0.6666666666666666,0.5714285714285714,0.6153846153846154,,,,,2019/2020,2020/2021,3
C,GBM,none,0.0,0.0,0.6363636363636364,0.5873015873015873,0.5740740740740741,0.48377114164410395,0.8279768221175795,0.47814969033135757,0.1614762751738161,0.1770549284759165,0.5652173913043478,1.0,0.7222222222222222,0.5,0.3333333333333333,0.4,1.0,0.42857142857142855,0.6,,,,,2019/2020,2020/2021,3
C,GBM,sigmoid,0.4226198999967892,,0.6060606060606061,0.49633699633699635,0.45138888888888884,0.36313758374228017,0.8954758543967775,0.5243111416496211,0.184529320746469,0.08326980012307934,0.5789473684210527,0.8461538461538461,0.6875,0.0,0.0,0.0,0.6923076923076923,0.6428571428571429,0.6666666666666666,,,,,2019/2020,2020/2021,3
C,GBM,isotonic,0.41541890000371495,,0.48484848484848486,0.42735042735042733,0.4362393162393163,0.2148426527036528,0.8869478363333552,0.5189062770230456,0.17182114986173488,0.2679419634064986,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.1111111111111111,0.16666666666666666,0.13333333333333333,0.6363636363636364,0.5,0.56,,,,,2019/2020,2020/2021,3
C,XGBoost,none,0.0,0.0,0.5757575757575758,0.4743589743589744,0.42512077294685985,0.3417809904051932,0.9107612060861037,0.5365144279935148,0.19258176596938045,0.10565461604096923,0.5217391304347826,0.9230769230769231,0.6666666666666666,0.0,0.0,0.0,0.7777777777777778,0.5,0.6086956521739131,,,,,2019/2020,2020/2021,3
C,XGBoost,sigmoid,0.18416509999951813,,0.6060606060606061,0.49633699633699635,0.4444444444444444,0.3644690062673602,0.8780586949584772,0.5105139584509952,0.1830369356725257,0.10239893539166361,0.55,0.8461538461538461,0.6666666666666666,0.0,0.0,0.0,0.6923076923076923,0.6428571428571429,0.6666666666666666,,,,,2019/2020,2020/2021,3
C,XGBoost,isotonic,0.17904960000305437,,0.6363636363636364,0.5518925518925518,0.5421146953405018,0.4152319868732298,3.932802965037835,0.5583536085337574,0.20492865625851844,0.23647468025709506,0.6111111111111112,0.8461538461538461,0.7096774193548387,0.5,0.16666666666666666,0.25,0.6923076923076923,0.6428571428571429,0.6666666666666666,,,,,2019/2020,2020/2021,3
C,LightGBM,none,0.0,0.0,0.3939393939393939,0.3333333333333333,0.18840579710144925,0.0,1.1010036911166043,0.6763636363636365,0.26363636363636367,0.1393939393939394,0.3939393939393939,1.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2019/2020,2020/2021,3
C,LightGBM,sigmoid,0.017182099996716715,,0.3939393939393939,0.3333333333333333,0.18840579710144925,0.0,1.0920910130362533,0.6679016823901474,0.25887041812784606,0.11172722168180393,0.3939393939393939,1.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2019/2020,2020/2021,3
C,LightGBM,isotonic,0.01720509999722708,,0.3939393939393939,0.3333333333333333,0.18840579710144925,0.0,1.1010036911166043,0.6763636363636365,0.26363636363636367,0.1393939393939394,0.3939393939393939,1.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2019/2020,2020/2021,3
C,FIGS,none,0.0,0.0,0.6060606060606061,0.5280830280830281,0.5165740740740741,0.37572684996573696,1.0022541216840666,0.5991866124408521,0.22057728658912554,0.16628617911617455,0.5789473684210527,0.8461538461538461,0.6875,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.7272727272727273,0.5714285714285714,0.64,,,,,2019/2020,2020/2021,3
C,FIGS,sigmoid,0.36557799999718554,,0.5151515151515151,0.45665445665445664,0.43511303511303506,0.23967236809585776,1.037768352427729,0.6221271915875108,0.22853835070130166,0.11653132819955798,0.5,0.8461538461538461,0.6285714285714286,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.625,0.35714285714285715,0.45454545454545453,,,,,2019/2020,2020/2021,3
C,FIGS,isotonic,0.3637442000035662,,0.5151515151515151,0.45665445665445664,0.4343434343434343,0.2474726905299644,4.066222049526076,0.6460633059817799,0.23904949186309038,0.18789558556742594,0.55,0.8461538461538461,0.6666666666666666,0.2,0.16666666666666666,0.18181818181818182,0.625,0.35714285714285715,0.45454545454545453,,,,,2019/2020,2020/2021,3
R,DummyPrior,none,0.0006304999988060445,,,,,,,,,,,,,,,,,,,1.803030303030303,2.2579824730242812,-0.051562499999999956,0.0,2019/2020,2020/2021,3
R,SVR,none,0.04856090000248514,,,,,,,,,,,,,,,,,,,1.7049770707311867,2.2022510733117233,-0.0002938941674188733,0.5839727645767481,2019/2020,2020/2021,3
R,KernelRidge,none,0.0657098000010592,,,,,,,,,,,,,,,,,,,2.5156118725386394,6.402360708734981,-7.454233420480406,-0.183154279690016,2019/2020,2020/2021,3
R,KernelRidgeApprox,none,0.09115419999579899,,,,,,,,,,,,,,,,,,,1.7193953485808833,2.204464047681689,-0.00230523336373456,0.5924817368761722,2019/2020,2020/2021,3
R,RandomForest,none,2.2182377000062843,,,,,,,,,,,,,,,,,,,0.9415873015873015,1.2737176169502598,0.6653889579058012,0.8485967341911097,2019/2020,2020/2021,3
R,GBM,none,1.8022375000000466,,,,,,,,,,,,,,,,,,,0.45186842281561995,0.678782097275965,0.9049713157861388,0.9530120253270467,2019/2020,2020/2021,3
R,XGBoost,none,1.4335300000020652,,,,,,,,,,,,,,,,,,,0.7064228719382575,0.9068726697760674,0.8303762794177283,0.9236737239715122,2019/2020,2020/2021,3
R,LightGBM,none,0.0818035999982385,,,,,,,,,,,,,,,,,,,1.803030303030303,2.2579824730242812,-0.051562499999999956,0.0,2019/2020,2020/2021,3
R,FIGS,none,0.3135569000005489,,,,,,,,,,,,,,,,,,,1.6144781144781144,1.858477205505079,0.2876253858024691,0.584757034565369,2019/2020,2020/2021,3
L,DummyPrior,none,0.00016940000205067918,,0.3939393939393939,0.3333333333333333,0.18840579710144925,0.0,1.1010036911166041,0.6763636363636364,0.2636363636363637,0.1393939393939394,0.3939393939393939,1.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2019/2020,2020/2021,3
L,SVC,none,0.0,0.0,0.6127946127946128,0.5651878985212319,0.5528443802492912,0.40953708558146396,1.643575716327265,0.598633351608595,0.228159206299063,0.2386940354715663,0.5901639344262295,0.9230769230769231,0.72,0.44871794871794873,0.32407407407407407,0.3763440860215054,0.7533333333333333,0.44841269841269843,0.5621890547263682,,,,,2019/2020,2020/2021,3
L,SVC,sigmoid,0.062189299998863135,,0.5673400673400674,0.4922330755664089,0.4684140297626025,0.3315895885208357,0.9903528723061622,0.5694381646542156,0.21171837688107942,0.22101082566963942,0.5181598062953995,0.9145299145299145,0.6615146831530139,0.45161290322580644,0.12962962962962962,0.2014388489208633,0.7266666666666667,0.43253968253968256,0.5422885572139303,,,,,2019/2020,2020/2021,3
L,SVC,isotonic,0.06052590000035707,,0.6363636363636364,0.5852665852665853,0.5753983992293344,0.4417663631085401,3.942955514978145,0.5871082067617944,0.21616089483296938,0.142809950700425,0.6257309941520468,0.9145299145299145,0.7430555555555556,0.41379310344827586,0.3333333333333333,0.36923076923076925,0.7757575757575758,0.5079365079365079,0.6139088729016786,,,,,2019/2020,2020/2021,3
L,RandomForest,none,0.0,0.0,0.5454545454545454,0.4468864468864469,0.42735042735042733,0.27276859629013933,4.071337848638943,0.6318649831649832,0.23191557239057242,0.22688552188552188,0.5882352941176471,0.7692307692307693,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.5714285714285714,0.6153846153846154,,,,,2019/2020,2020/2021,3
L,RandomForest,sigmoid,0.3438819000002695,,0.6060606060606061,0.49633699633699635,0.45138888888888884,0.36313758374228017,0.9853750791074376,0.574377586100722,0.20949669772179189,0.16101037408686045,0.5789473684210527,0.8461538461538461,0.6875,0.0,0.0,0.0,0.6923076923076923,0.6428571428571429,0.6666666666666666,,,,,2019/2020,2020/2021,3
L,RandomForest,isotonic,0.34022460000414867,,0.5454545454545454,0.4468864468864469,0.42735042735042733,0.27276859629013933,3.964678272294979,0.5874413262976783,0.2140010171201033,0.1946058751786766,0.5882352941176471,0.7692307692307693,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.5714285714285714,0.6153846153846154,,,,,2019/2020,2020/2021,3
L,GBM,none,0.0,0.0,0.45454545454545453,0.40537240537240543,0.39393939393939387,0.1447481774797905,4.024404982372858,0.8584476528016339,0.30515953404336665,0.4172323848271089,0.45,0.6923076923076923,0.5454545454545454,0.2,0.16666666666666666,0.18181818181818182,0.625,0.35714285714285715,0.45454545454545453,,,,,2019/2020,2020/2021,3
L,GBM,sigmoid,2.979855300000054,,0.45454545454545453,0.3772893772893773,0.315018315018315,0.11789817993981233,1.0365290946192915,0.6102848979407602,0.22927300361607114,0.16062117962087474,0.4230769230769231,0.8461538461538461,0.5641025641025641,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.38095238095238093,,,,,2019/2020,2020/2021,3
L,GBM,isotonic,2.976604600000428,,0.5757575757575758,0.47252747252747246,0.4342948717948718,0.3166079237570117,3.988040668297504,0.5928245325770207,0.21524168480954103,0.13476177399523098,0.5789473684210527,0.8461538461538461,0.6875,0.0,0.0,0.0,0.6666666666666666,0.5714285714285714,0.6153846153846154,,,,,2019/2020,2020/2021,3
L,XGBoost,none,0.0,0.0,0.5454545454545454,0.4804639804639805,0.46677018633540374,0.28421894984151935,2.1386464195634747,0.8376614809439596,0.3276596556651485,0.42322677774301365,0.5,0.8461538461538461,0.6285714285714286,0.5,0.16666666666666666,0.25,0.6666666666666666,0.42857142857142855,0.5217391304347826,,,,,2019/2020,2020/2021,3
L,XGBoost,sigmoid,0.4580987000008463,,0.5303030303030303,0.4368131868131868,0.3853104051296998,0.250789788692544,1.0927376162141895,0.6372487080257059,0.24385162561352883,0.15679697817627064,0.46808510638297873,0.8461538461538461,0.6027397260273972,0.0,0.0,0.0,0.6842105263157895,0.4642857142857143,0.5531914893617021,,,,,2019/2020,2020/2021,3
L,XGBoost,isotonic,0.45445420000032755,,0.51010101010101,0.42094017094017094,0.3730812786616884,0.21847315065517256,4.162327935246176,0.7009036958835477,0.270955509313029,0.18290554241254603,0.4748201438848921,0.8461538461538461,0.6082949308755761,0.0,0.0,0.0,0.660377358490566,0.4166666666666667,0.5109489051094891,,,,,2019/2020,2020/2021,3
L,LightGBM,none,0.0,0.0,0.5420875420875421,0.4778184778184778,0.46057882302782843,0.2806072957245553,3.895677121965361,0.8652412136148124,0.3328811780839811,0.42750697422878514,0.5210526315789473,0.8461538461538461,0.6449511400651465,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.6625,0.42063492063492064,0.5145631067961165,,,,,2019/2020,2020/2021,3
L,LightGBM,sigmoid,0.4738993999999366,,0.5151515151515151,0.4249084249084249,0.3703703703703704,0.21686361637951448,1.0946460628029573,0.6285706260752857,0.23536168529732043,0.23317021381972394,0.4782608695652174,0.8461538461538461,0.6111111111111112,0.0,0.0,0.0,0.6,0.42857142857142855,0.5,,,,,2019/2020,2020/2021,3
L,LightGBM,isotonic,0.4919947000016691,,0.5370370370370371,0.4421041921041921,0.39230474073486016,0.26167278807315003,4.011573424193242,0.6146424554801352,0.22888758386441907,0.18569566606026233,0.4771084337349398,0.8461538461538461,0.6101694915254238,0.0,0.0,0.0,0.6914285714285714,0.4801587301587302,0.5667447306791569,,,,,2019/2020,2020/2021,3
L,FIGS,none,0.0,0.0,0.48484848484848486,0.4590964590964591,0.4530591846933676,0.21220930232558138,1.0574315312857845,0.6355356113794629,0.23372431581231892,0.044753584013062814,0.5,0.6153846153846154,0.5517241379310345,0.25,0.3333333333333333,0.2857142857142857,0.6666666666666666,0.42857142857142855,0.5217391304347826,,,,,2019/2020,2020/2021,3
L,FIGS,sigmoid,7.657068499996967,,0.42424242424242425,0.3534798534798535,0.2885964912280702,0.07301306699172953,1.1336964146794581,0.6885091672715943,0.2652551740662224,0.1445141234172797,0.4074074074074074,0.8461538461538461,0.55,0.0,0.0,0.0,0.6,0.21428571428571427,0.3157894736842105,,,,,2019/2020,2020/2021,3
L,FIGS,isotonic,7.6288214000014705,,0.48484848484848486,0.40109890109890106,0.35171261487050964,0.18549867204548126,1.0494710739348916,0.6290606102329336,0.23947425565592448,0.25396542003927375,0.44,0.8461538461538461,0.5789473684210527,0.0,0.0,0.0,0.7142857142857143,0.35714285714285715,0.47619047619047616,,,,,2019/2020,2020/2021,3
L_reg,DummyPrior,none,0.0006166999955894426,,,,,,,,,,,,,,,,,,,1.803030303030303,2.2579824730242812,-0.051562499999999956,0.0,2019/2020,2020/2021,3
L_reg,SVR,none,0.313075400001253,,,,,,,,,,,,,,,,,,,1.6082892539091063,1.9912808402408406,0.18217762690350714,0.4447052171867611,2019/2020,2020/2021,3
L_reg,KernelRidge,none,0.2670892999958596,,,,,,,,,,,,,,,,,,,1.5959420855392414,1.988189672549697,0.18471475160563777,0.445175905551628,2019/2020,2020/2021,3
L_reg,KernelRidgeApprox,none,0.26004599999578204,,,,,,,,,,,,,,,,,,,1.4963989502218324,1.882534379757659,0.26906326373752953,0.5275432930386755,2019/2020,2020/2021,3
L_reg,RandomForest,none,12.074173100001644,,,,,,,,,,,,,,,,,,,1.7013345258136923,2.104878114349035,0.08620692552023068,0.536208069203518,2019/2020,2020/2021,3
L_reg,GBM,none,14.642510999998194,,,,,,,,,,,,,,,,,,,1.638959614113273,2.0134314022434623,0.16388188511985946,0.5188773475210794,2019/2020,2020/2021,3
L_reg,XGBoost,none,6.605254199996125,,,,,,,,,,,,,,,,,,,1.5384826705938437,1.9487402715751494,0.21674734175037524,0.5046142523045587,2019/2020,2020/2021,3
L_reg,LightGBM,none,1.8819692999968538,,,,,,,,,,,,,,,,,,,1.6333324334818486,1.9927036661585698,0.18100849539362784,0.5539708311830098,2019/2020,2020/2021,3
L_reg,FIGS,none,22.21475769999961,,,,,,,,,,,,,,,,,,,1.7075757575757577,2.2192512180390316,-0.015796918558343087,0.32300396256809705,2019/2020,2020/2021,3
R_to_C,Margin_to_Class_DummyPrior,none,0.0,0.0,0.3939393939393939,0.3333333333333333,0.18840579710144925,0.0,1.1010634964795876,0.6763934731980745,0.26364953822166004,0.13938753141612836,0.3939393939393939,1.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2019/2020,2020/2021,3
R_to_C,Margin_to_Class_SVR,none,0.0,0.0,0.3939393939393939,0.3333333333333333,0.18840579710144925,0.0,1.081900280209323,0.6568307747890301,0.2504097744680187,0.041632482576767216,0.3939393939393939,1.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2019/2020,2020/2021,3
