feature,importance
home_team_id,0.3531326700569515
away_team_id,0.3011593666873827
diff_form_5_shots_against,0.11640966823800766
away_form_5_set_pieces_for,0.08359465359907751
away_form_5_set_pieces_against,0.027041884397330032
diff_form_5_set_pieces_against,0.01642417639086528
away_form_5_carries_final_third_against,0.008412585423632022
diff_form_5_carries_final_third_for,0.007466587493689089
diff_form_5_shots_for,0.00740439647348022
home_score,0.006472601082102316
away_form_5_passes_against,0.005512444869265629
away_form_5_completed_passes_against,0.004741382713465959
diff_form_5_event_share_for,0.004137954561801803
diff_form_5_xg_for,0.004084934235206238
diff_form_5_completed_passes_for,0.003695695892320558
diff_form_5_passes_for,0.003088929062170986
away_form_5_xg_against,0.0030889011261854777
home_form_5_defensive_actions_for,0.0029481780876078425
home_matches_played_before,0.0028988273849589043
home_form_5_pressures_for,0.002787873170211356
diff_form_5_passes_against,0.0027679835022316667
home_form_5_red_cards_for,0.00263943673081274
diff_form_5_pressures_for,0.002598756577844075
away_form5_shots_for,0.0021549404271235277
home_pressure_rate_5,0.002087185641303323
home_momentum_xg_for,0.001963777963132965
home_rest_days,0.0019574156295196956
home_form_5_completed_passes_for,0.0019035023107153673
away_form_5_shots_for,0.0018703435552656455
home_form_5_shots_against,0.0016661828326730306
diff_form_5_carries_final_third_against,0.0015530669443386052
diff_form_5_red_cards_for,0.0015137243402220807
home_form_5_carries_final_third_for,0.0014811683957250135
away_form_5_yellow_cards_against,0.001303223613439932
away_form_5_shots_against,0.0011671758656736026
home_home_win_rate_5,0.0011212488215695453
away_form_5_xg_for,0.001087546346671606
diff_form_5_set_pieces_for,0.0009773907359970494
away_pressure_rate_5,0.0006762531082380155
away_form_5_carries_final_third_for,0.0005544561014358165
away_form_5_pressures_for,0.000512854966188921
diff_form_5_event_share_against,0.0003847580690983281
away_form5_xg_for,0.0003668510405754042
diff_form_5_points,0.00014661232615006115
home_form5_points,0.00010194084311711873
home_momentum_goals_for,0.0001007728222176771
home_form_5_set_pieces_for,6.757433496775576e-05
home_form_5_points,6.22280265158822e-05
away_form_5_event_share_against,6.0742785087599364e-05
home_form_5_defensive_actions_against,5.5302233445417585e-05
home_form3_points,4.938613673149937e-05
diff_form_5_pressures_against,4.204275962394262e-05
home_form3_goals_for,4.0989343144857726e-05
away_rest_days,3.963269692637322e-05
home_form_5_set_pieces_against,3.771100157197932e-05
home_form_5_passes_for,3.665908916261744e-05
home_form_5_xg_for,3.4600371792865674e-05
home_form_5_yellow_cards_against,3.417671329042084e-05
diff_form_5_defensive_actions_against,3.0069537149496204e-05
diff_form_5_shot_goals_for,2.6169046362246636e-05
diff_form_5_goals_for,2.588729243144114e-05
home_form5_xg_for,2.545470617619349e-05
diff_form_5_defensive_actions_for,2.510373914537699e-05
away_form_5_defensive_actions_against,2.285411741543754e-05
away_form_5_event_share_for,2.2579852864444474e-05
home_form_5_goals_for,2.2424593977820733e-05
away_possession_share_5,2.184636502939017e-05
away_set_piece_share_5,1.915893442211287e-05
home_form_5_shot_goals_for,1.864453713202104e-05
away_form_5_passes_for,1.1128542833717408e-05
home_shot_conv_5,3.126279657022636e-06
away_form_5_completed_passes_for,1.1813512566439481e-06
home_form_5_pressures_against,1.026646485769163e-06
home_momentum_points,1.8508405764162767e-08
home_form_5_goals_against,3.906739142827493e-18
home_form5_shots_for,3.906739142827493e-18
diff_form_5_xg_against,2.9637331428346502e-18
competition_id,0.0
season_id,0.0
away_form_5_shot_goals_for,0.0
away_form_5_goals_against,0.0
home_away_win_rate_5,0.0
home_form_5_passes_against,0.0
home_form_5_xg_against,0.0
home_form_5_carries_final_third_against,0.0
home_form_5_shots_for,0.0
home_form_5_shot_goals_against,0.0
away_score,0.0
home_possession_share_5,0.0
home_set_piece_share_5,0.0
home_form5_goals_for,0.0
home_form3_goals_against,0.0
home_form5_goals_against,0.0
home_form_5_completed_passes_against,0.0
home_form_5_yellow_cards_for,0.0
home_form_5_red_cards_against,0.0
home_form_5_event_share_for,0.0
home_form_5_event_share_against,0.0
away_form_5_shot_goals_against,0.0
away_form_5_goals_for,0.0
away_form_5_points,0.0
away_home_win_rate_5,0.0
away_away_win_rate_5,0.0
away_form3_goals_for,0.0
away_form3_goals_against,0.0
away_momentum_points,0.0
away_form5_goals_for,0.0
away_form5_goals_against,0.0
away_form3_points,0.0
away_form_5_defensive_actions_for,0.0
away_form_5_red_cards_against,0.0
away_form_5_red_cards_for,0.0
away_matches_played_before,0.0
away_form5_points,0.0
away_form_5_yellow_cards_for,0.0
away_form_5_pressures_against,0.0
away_momentum_xg_for,0.0
away_shot_conv_5,0.0
away_momentum_goals_for,0.0
diff_form_5_completed_passes_against,0.0
diff_form_5_goals_against,0.0
diff_form_5_shot_goals_against,0.0
diff_form_5_yellow_cards_against,0.0
diff_form_5_yellow_cards_for,0.0
diff_form_5_red_cards_against,0.0
season_idx,0.0
odds_tagged,0.0
market_p_H,0.0
market_p_D,0.0
market_p_A,0.0
