task,model,calibration,train_seconds,peak_memory_mb,accuracy,balanced_accuracy,macro_f1,mcc,log_loss,brier,rps,ece,precision_H,recall_H,f1_H,precision_D,recall_D,f1_D,precision_A,recall_A,f1_A,mae,rmse,r2,corr
C,DummyPrior,none,0.0002758000046014786,,0.41935483870967744,0.3333333333333333,0.196969696969697,0.0,1.1444088704322355,0.6864605424712582,0.24299587007478518,0.051233396584440205,0.41935483870967744,1.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C,SVC,none,0.0,0.0,0.5161290322580645,0.4903846153846154,0.40683229813664595,0.302155984618606,0.8996364587008905,0.5631625181593454,0.1735676691307309,0.195210585257198,0.7333333333333333,0.8461538461538461,0.7857142857142857,0.3333333333333333,0.625,0.43478260869565216,0.0,0.0,0.0,,,,
C,SVC,sigmoid,0.01434960000187857,,0.4838709677419355,0.44871794871794873,0.3778467908902692,0.24737916869359552,0.9240600418111263,0.5622416815698158,0.17261327042120705,0.15887190170213566,0.7333333333333333,0.8461538461538461,0.7857142857142857,0.26666666666666666,0.5,0.34782608695652173,0.0,0.0,0.0,,,,
C,SVC,isotonic,0.015912199996819254,,0.4838709677419355,0.44871794871794873,0.3778467908902692,0.24737916869359552,5.84663591828315,0.7610800233746585,0.20863934763410982,0.3610538821275956,0.7333333333333333,0.8461538461538461,0.7857142857142857,0.26666666666666666,0.5,0.34782608695652173,0.0,0.0,0.0,,,,
C,RandomForest,none,0.0,0.0,0.5806451612903226,0.5076923076923077,0.457680250783699,0.3498789863457226,0.9429132962323298,0.5887612903225807,0.1698258064516129,0.21451612903225806,0.75,0.9230769230769231,0.8275862068965517,0.0,0.0,0.0,0.5,0.6,0.5454545454545454,,,,
C,RandomForest,sigmoid,0.2590598000024329,,0.4838709677419355,0.40769230769230774,0.3811252268602541,0.19582966297323884,0.9138796830181353,0.5523817434203043,0.17145939579602806,0.20242546084772867,0.75,0.9230769230769231,0.8275862068965517,0.0,0.0,0.0,0.3333333333333333,0.3,0.3157894736842105,,,,
C,RandomForest,isotonic,0.25730209999892395,,0.6774193548387096,0.6076923076923078,0.5158620689655172,0.5336631063136553,1.9360466184546488,0.5232156746017472,0.15253249381110115,0.12832400010021866,0.75,0.9230769230769231,0.8275862068965517,0.0,0.0,0.0,0.6,0.9,0.72,,,,
C,GBM,none,0.0,0.0,0.5483870967741935,0.507051282051282,0.49731800766283524,0.3131612266494128,1.095983165977054,0.6429921532302416,0.1933149004246488,0.16304911002034878,0.6875,0.8461538461538461,0.7586206896551724,0.3,0.375,0.3333333333333333,0.6,0.3,0.4,,,,
C,GBM,sigmoid,0.3447311999989324,,0.5161290322580645,0.4730769230769231,0.47785039941902685,0.263677862904507,0.95782761510714,0.5830675954432957,0.18443832016594494,0.09066026135535611,0.7142857142857143,0.7692307692307693,0.7407407407407407,0.2,0.25,0.2222222222222222,0.5714285714285714,0.4,0.47058823529411764,,,,
C,GBM,isotonic,0.3431230999995023,,0.5483870967741935,0.507051282051282,0.500501253132832,0.31871015551760357,1.0367959302921606,0.6509980793599958,0.17784464144926818,0.30067688149364,0.7333333333333333,0.8461538461538461,0.7857142857142857,0.2727272727272727,0.375,0.3157894736842105,0.6,0.3,0.4,,,,
