feature,mean_abs_shap
home_form_5_defensive_actions_for,0.01599227197124098
away_form_5_defensive_actions_for,0.015419840812313934
diff_form_5_defensive_actions_against,0.01246990495546262
diff_form_5_shots_against,0.011271357428852687
home_team_id,0.009639943809245937
diff_form_5_defensive_actions_for,0.009197094976770286
diff_form_5_pressures_against,0.008673734992098897
home_form_5_pressures_for,0.008497426488676752
home_form5_xg_for,0.00829172058604907
diff_form_5_completed_passes_for,0.008191642030984218
home_form_5_completed_passes_for,0.008181980746391457
away_form_5_passes_for,0.008116817674481601
away_score,0.007980131171254932
away_form_5_set_pieces_against,0.007648812732936706
diff_form_5_passes_against,0.007374296598521772
home_pressure_rate_5,0.006745496210866229
away_form_5_completed_passes_for,0.006671675097144209
diff_form_5_pressures_for,0.00634573018675907
away_team_id,0.006158823255597449
away_form_5_pressures_for,0.006076601715648732
home_form_5_shots_against,0.00585613653882682
home_score,0.005274102276948579
home_form_5_set_pieces_against,0.005118290522465094
away_form3_points,0.005072138206863064
diff_form_5_event_share_against,0.005000923752768578
home_form_5_event_share_for,0.00460282785621882
diff_form_5_yellow_cards_for,0.004572231760087548
home_form_5_defensive_actions_against,0.004361067985356411
diff_form_5_set_pieces_against,0.004345314230829728
diff_form_5_completed_passes_against,0.004314319768673552
diff_form_5_passes_for,0.004284834425146464
away_form_5_shot_goals_for,0.004255858485460004
diff_form_5_event_share_for,0.004085251782911492
diff_form_5_yellow_cards_against,0.003971772895660731
away_form_5_event_share_for,0.003850867945744606
away_form5_goals_for,0.0038139714667228906
away_form_5_carries_final_third_for,0.0038018800020697546
away_form_5_defensive_actions_against,0.003704954223824139
away_form5_points,0.0036544693544482707
home_form_5_xg_against,0.0036168790096683836
home_form_5_passes_against,0.0035225846611045856
home_form_5_yellow_cards_against,0.0034566069174966504
home_form3_goals_against,0.003343309048031798
away_form_5_completed_passes_against,0.0032951884365546615
diff_form_5_shot_goals_against,0.0032777800595637408
home_form_5_carries_final_third_for,0.003275627625511665
diff_form_5_goals_against,0.003246897455626109
home_form_5_completed_passes_against,0.003224931868406463
away_pressure_rate_5,0.00299951920234442
diff_form_5_goals_for,0.0029675344450803024
home_possession_share_5,0.002954998312999578
diff_form_5_carries_final_third_against,0.002949977944425903
away_form_5_shots_against,0.002933369408174385
away_form_5_set_pieces_for,0.0028551963415973537
diff_form_5_shots_for,0.002853489893338091
away_form_5_passes_against,0.0028478743946802137
away_form_5_yellow_cards_against,0.0027902171621336713
home_form_5_yellow_cards_for,0.002768571227774265
home_set_piece_share_5,0.0026148643447821184
diff_form_5_points,0.0026061555283566668
away_momentum_xg_for,0.002606112935018691
home_form5_goals_for,0.0025393012278949446
away_set_piece_share_5,0.0024820720076887065
home_form_5_xg_for,0.0024639117295663783
home_form_5_set_pieces_for,0.0023647190457226305
away_form_5_goals_for,0.0023607524904172604
home_form_5_shot_goals_for,0.00231459804514833
home_form5_points,0.0023018002682771814
home_rest_days,0.0022975629917438892
diff_form_5_red_cards_against,0.0022943084043653304
home_form_5_goals_for,0.002271417527584511
diff_form_5_xg_for,0.0022541523180359367
home_form_5_goals_against,0.0021894177460274875
away_rest_days,0.0018975332068311183
away_form_5_pressures_against,0.0018533678704456692
home_away_win_rate_5,0.001829745909442304
home_form_5_event_share_against,0.0017794872918212579
home_form_5_red_cards_against,0.0017758333918991725
home_form5_goals_against,0.0017471860956996949
away_form5_xg_for,0.0017035312006849013
home_form_5_carries_final_third_against,0.0016636789468330686
away_form_5_carries_final_third_against,0.001636505259212407
away_away_win_rate_5,0.001588738059326295
away_form5_shots_for,0.001584555584661003
home_momentum_xg_for,0.0014815127165959967
home_momentum_goals_for,0.0012982875348466747
home_matches_played_before,0.0012519033897908027
away_form_5_goals_against,0.0012176842062990069
away_form_5_yellow_cards_for,0.0012001555265312384
away_possession_share_5,0.00118432479975807
home_form3_goals_for,0.0011284646199257208
home_form5_shots_for,0.001107878276758732
diff_form_5_carries_final_third_for,0.00104484804674558
diff_form_5_set_pieces_for,0.0010380469724063797
away_form_5_event_share_against,0.0008988685079766671
away_form_5_xg_against,0.0008363425019549837
diff_form_5_xg_against,0.0007257904791111622
home_form_5_shots_for,0.0006849001647652291
home_form_5_pressures_against,0.000523402909550917
away_form_5_xg_for,0.0003774295062509274
home_form_5_passes_for,0.00035842293906810036
away_momentum_points,0.00032200335331265123
away_form3_goals_for,0.00031985958614674597
away_form_5_shot_goals_against,0.00031555274439524914
away_form_5_points,0.00027661817415138105
away_form_5_red_cards_for,0.00020308316323496583
season_id,0.0
competition_id,0.0
home_momentum_points,0.0
home_shot_conv_5,0.0
home_form3_points,0.0
home_form_5_points,0.0
home_form_5_shot_goals_against,0.0
home_form_5_red_cards_for,0.0
home_home_win_rate_5,0.0
away_form_5_shots_for,0.0
away_momentum_goals_for,0.0
away_shot_conv_5,0.0
away_form5_goals_against,0.0
away_matches_played_before,0.0
away_form_5_red_cards_against,0.0
away_form3_goals_against,0.0
away_home_win_rate_5,0.0
diff_form_5_shot_goals_for,0.0
diff_form_5_red_cards_for,0.0
season_idx,0.0
odds_tagged,0.0
market_p_H,0.0
market_p_D,0.0
market_p_A,0.0
