match_id,kick_off,snapshot_minute,snapshot_time_seconds,max_event_minute_used,max_event_time_seconds_used,current_home_goals,current_away_goals,current_score_diff,man_advantage_home,outcome,goal_margin,live_home_shots,live_home_xg,live_home_passes,live_home_completed_passes,live_home_pressures,live_home_defensive_actions,live_home_final_third_carries,live_home_set_pieces,live_home_recent_shots,live_home_recent_pressures,live_home_recent_events,live_home_recent_event_rate,live_home_red_cards,live_home_event_share,live_home_recent_shots_per_min,live_home_recent_pressures_per_min,live_home_recent_passes_per_min,live_away_shots,live_away_xg,live_away_passes,live_away_completed_passes,live_away_pressures,live_away_defensive_actions,live_away_final_third_carries,live_away_set_pieces,live_away_recent_shots,live_away_recent_pressures,live_away_recent_events,live_away_recent_event_rate,live_away_red_cards,live_away_event_share,live_away_recent_shots_per_min,live_away_recent_pressures_per_min,live_away_recent_passes_per_min,live_diff_shots,live_diff_xg,live_diff_passes,live_diff_completed_passes,live_diff_pressures,live_diff_defensive_actions,live_diff_final_third_carries,live_diff_set_pieces,live_diff_recent_shots,live_diff_recent_pressures,live_diff_recent_events,live_diff_recent_event_rate,live_diff_red_cards,live_diff_event_share,live_diff_recent_shots_per_min,live_diff_recent_pressures_per_min,live_diff_recent_passes_per_min,live_momentum_shots,live_momentum_pressures,prematch_home_form_5_goals_for,prematch_home_form_5_goals_against,prematch_home_form_5_points,prematch_home_form_5_shots_for,prematch_home_form_5_shots_against,prematch_home_form_5_shot_goals_for,prematch_home_form_5_shot_goals_against,prematch_home_form_5_xg_for,prematch_home_form_5_xg_against,prematch_home_form_5_passes_for,prematch_home_form_5_passes_against,prematch_home_form_5_completed_passes_for,prematch_home_form_5_completed_passes_against,prematch_home_form_5_pressures_for,prematch_home_form_5_pressures_against,prematch_home_form_5_carries_final_third_for,prematch_home_form_5_carries_final_third_against,prematch_home_form_5_set_pieces_for,prematch_home_form_5_set_pieces_against,prematch_home_form_5_defensive_actions_for,prematch_home_form_5_defensive_actions_against,prematch_home_form_5_yellow_cards_for,prematch_home_form_5_yellow_cards_against,prematch_home_form_5_red_cards_for,prematch_home_form_5_red_cards_against,prematch_home_form_5_event_share_for,prematch_home_form_5_event_share_against,prematch_home_matches_played_before,prematch_home_rest_days,prematch_home_form5_points,prematch_home_form5_goals_for,prematch_home_form5_goals_against,prematch_home_form5_shots_for,prematch_home_form5_xg_for,prematch_home_form3_points,prematch_home_form3_goals_for,prematch_home_form3_goals_against,prematch_home_momentum_points,prematch_home_momentum_goals_for,prematch_home_momentum_xg_for,prematch_home_shot_conv_5,prematch_home_possession_share_5,prematch_home_pressure_rate_5,prematch_home_set_piece_share_5,prematch_home_home_win_rate_5,prematch_home_away_win_rate_5,prematch_away_form_5_goals_for,prematch_away_form_5_goals_against,prematch_away_form_5_points,prematch_away_form_5_shots_for,prematch_away_form_5_shots_against,prematch_away_form_5_shot_goals_for,prematch_away_form_5_shot_goals_against,prematch_away_form_5_xg_for,prematch_away_form_5_xg_against,prematch_away_form_5_passes_for,prematch_away_form_5_passes_against,prematch_away_form_5_completed_passes_for,prematch_away_form_5_completed_passes_against,prematch_away_form_5_pressures_for,prematch_away_form_5_pressures_against,prematch_away_form_5_carries_final_third_for,prematch_away_form_5_carries_final_third_against,prematch_away_form_5_set_pieces_for,prematch_away_form_5_set_pieces_against,prematch_away_form_5_defensive_actions_for,prematch_away_form_5_defensive_actions_against,prematch_away_form_5_yellow_cards_for,prematch_away_form_5_yellow_cards_against,prematch_away_form_5_red_cards_for,prematch_away_form_5_red_cards_against,prematch_away_form_5_event_share_for,prematch_away_form_5_event_share_against,prematch_away_matches_played_before,prematch_away_rest_days,prematch_away_form5_points,prematch_away_form5_goals_for,prematch_away_form5_goals_against,prematch_away_form5_shots_for,prematch_away_form5_xg_for,prematch_away_form3_points,prematch_away_form3_goals_for,prematch_away_form3_goals_against,prematch_away_momentum_points,prematch_away_momentum_goals_for,prematch_away_momentum_xg_for,prematch_away_shot_conv_5,prematch_away_possession_share_5,prematch_away_pressure_rate_5,prematch_away_set_piece_share_5,prematch_away_home_win_rate_5,prematch_away_away_win_rate_5,prematch_diff_form_5_goals_for,prematch_diff_form_5_goals_against,prematch_diff_form_5_points,prematch_diff_form_5_shots_for,prematch_diff_form_5_shots_against,prematch_diff_form_5_shot_goals_for,prematch_diff_form_5_shot_goals_against,prematch_diff_form_5_xg_for,prematch_diff_form_5_xg_against,prematch_diff_form_5_passes_for,prematch_diff_form_5_passes_against,prematch_diff_form_5_completed_passes_for,prematch_diff_form_5_completed_passes_against,prematch_diff_form_5_pressures_for,prematch_diff_form_5_pressures_against,prematch_diff_form_5_carries_final_third_for,prematch_diff_form_5_carries_final_third_against,prematch_diff_form_5_set_pieces_for,prematch_diff_form_5_set_pieces_against,prematch_diff_form_5_defensive_actions_for,prematch_diff_form_5_defensive_actions_against,prematch_diff_form_5_yellow_cards_for,prematch_diff_form_5_yellow_cards_against,prematch_diff_form_5_red_cards_for,prematch_diff_form_5_red_cards_against,prematch_diff_form_5_event_share_for,prematch_diff_form_5_event_share_against,season_idx,odds_tagged,market_p_H,market_p_D,market_p_A,split,loss,predicted
3773457,2021-05-16 18:30:00,5,300,4,298,0,0,0,0,A,-1,0,0.0,59,54,9,14,6,75,0,9,182,36.4,0,0.6618181818181819,0.0,1.8,11.8,0,0.0,26,23,16,20,0,16,0,16,93,18.6,0,0.3381818181818182,0.0,3.2,5.2,0,0.0,33,31,-7,-6,6,59,0,-7,89,17.799999999999997,0,0.3236363636363636,0.0,-1.4,6.6000000000000005,0.0,0.0,1.8,1.6,1.6,14.8,10.0,1.8,1.6,2.264063836,0.956445322,726.0,387.6,650.2,311.6,160.6,169.2,186.2,68.4,1407.6,787.2,255.4,283.2,1.8,2.6,0.0,0.2,0.6187090337099066,0.3812909662900934,137,4.854166666666667,1.6,1.8,1.6,14.8,2.264063836,1.6666666666666667,2.0,1.6666666666666667,-0.7999999999999998,-1.6,0.5412714887999999,0.121621613403945,0.6519396545869794,1.7844444444444445,0.6413340620369354,0.6,0.8,1.0,2.6,0.4,11.0,11.4,1.0,2.4,1.32671838262,1.4758200136,455.6,622.2,368.4,534.2,168.8,155.4,101.0,136.8,764.4,1106.4,281.8,257.4,2.6,2.4,0.0,0.4,0.4408441516076448,0.5591558483923552,6,226.875,0.4,1.0,2.6,11.0,1.32671838262,0.3333333333333333,1.0,3.0,-0.6,-1.0,-0.3462846293799999,0.0909090826446288,0.4227129333617433,1.875555555555556,0.4085952531491365,0.0,0.0,0.8,-1.0,1.2000000000000002,3.8000000000000007,-1.4000000000000004,0.8,-0.7999999999999998,0.9373454533799996,-0.5193746915999998,270.4,-234.6,281.80000000000007,-222.6,-8.200000000000017,13.799999999999985,85.19999999999999,-68.4,643.1999999999999,-319.20000000000005,-26.40000000000001,25.80000000000001,-0.8,0.2000000000000001,0.0,-0.2,0.1778648821022618,-0.1778648821022617,3,False,,,,test,2.8835622617941303,H
3773457,2021-05-16 18:30:00,10,600,10,600,0,0,0,0,A,-1,3,0.3762121069999999,117,108,13,21,30,166,3,4,183,36.6,0,0.7005758157389635,0.6,0.8,11.6,0,0.0,35,29,39,50,0,57,0,23,63,12.6,0,0.2994241842610364,0.0,4.6,1.8,3,0.3762121069999999,82,79,-26,-29,30,109,3,-19,120,24.0,0,0.4011516314779271,0.6,-3.8,9.8,0.3,-0.5,1.8,1.6,1.6,14.8,10.0,1.8,1.6,2.264063836,0.956445322,726.0,387.6,650.2,311.6,160.6,169.2,186.2,68.4,1407.6,787.2,255.4,283.2,1.8,2.6,0.0,0.2,0.6187090337099066,0.3812909662900934,137,4.854166666666667,1.6,1.8,1.6,14.8,2.264063836,1.6666666666666667,2.0,1.6666666666666667,-0.7999999999999998,-1.6,0.5412714887999999,0.121621613403945,0.6519396545869794,1.7844444444444445,0.6413340620369354,0.6,0.8,1.0,2.6,0.4,11.0,11.4,1.0,2.4,1.32671838262,1.4758200136,455.6,622.2,368.4,534.2,168.8,155.4,101.0,136.8,764.4,1106.4,281.8,257.4,2.6,2.4,0.0,0.4,0.4408441516076448,0.5591558483923552,6,226.875,0.4,1.0,2.6,11.0,1.32671838262,0.3333333333333333,1.0,3.0,-0.6,-1.0,-0.3462846293799999,0.0909090826446288,0.4227129333617433,1.875555555555556,0.4085952531491365,0.0,0.0,0.8,-1.0,1.2000000000000002,3.8000000000000007,-1.4000000000000004,0.8,-0.7999999999999998,0.9373454533799996,-0.5193746915999998,270.4,-234.6,281.80000000000007,-222.6,-8.200000000000017,13.799999999999985,85.19999999999999,-68.4,643.1999999999999,-319.20000000000005,-26.40000000000001,25.80000000000001,-0.8,0.2000000000000001,0.0,-0.2,0.1778648821022618,-0.1778648821022617,3,False,,,,test,2.8835622617941303,H
3773457,2021-05-16 18:30:00,15,900,14,898,0,0,0,0,A,-1,4,0.4358240069999999,156,142,22,34,39,215,1,9,131,26.2,0,0.6693657219973009,0.2,1.8,7.8,0,0.0,58,47,56,75,0,117,0,18,90,18.0,0,0.330634278002699,0.0,3.6,4.6,4,0.4358240069999999,98,95,-34,-41,39,98,1,-9,41,8.2,0,0.3387314439946018,0.2,-1.8,3.2,-0.0666666666666666,0.3333333333333335,1.8,1.6,1.6,14.8,10.0,1.8,1.6,2.264063836,0.956445322,726.0,387.6,650.2,311.6,160.6,169.2,186.2,68.4,1407.6,787.2,255.4,283.2,1.8,2.6,0.0,0.2,0.6187090337099066,0.3812909662900934,137,4.854166666666667,1.6,1.8,1.6,14.8,2.264063836,1.6666666666666667,2.0,1.6666666666666667,-0.7999999999999998,-1.6,0.5412714887999999,0.121621613403945,0.6519396545869794,1.7844444444444445,0.6413340620369354,0.6,0.8,1.0,2.6,0.4,11.0,11.4,1.0,2.4,1.32671838262,1.4758200136,455.6,622.2,368.4,534.2,168.8,155.4,101.0,136.8,764.4,1106.4,281.8,257.4,2.6,2.4,0.0,0.4,0.4408441516076448,0.5591558483923552,6,226.875,0.4,1.0,2.6,11.0,1.32671838262,0.3333333333333333,1.0,3.0,-0.6,-1.0,-0.3462846293799999,0.0909090826446288,0.4227129333617433,1.875555555555556,0.4085952531491365,0.0,0.0,0.8,-1.0,1.2000000000000002,3.8000000000000007,-1.4000000000000004,0.8,-0.7999999999999998,0.9373454533799996,-0.5193746915999998,270.4,-234.6,281.80000000000007,-222.6,-8.200000000000017,13.799999999999985,85.19999999999999,-68.4,643.1999999999999,-319.20000000000005,-26.40000000000001,25.80000000000001,-0.8,0.2000000000000001,0.0,-0.2,0.1778648821022618,-0.1778648821022617,3,False,,,,test,2.8835622617941303,H
3773457,2021-05-16 18:30:00,30,1800,29,1775,1,0,1,0,A,-1,7,0.7566872179999999,302,276,44,74,89,526,1,9,173,34.6,0,0.6851851851851852,0.2,1.8,10.8,0,0.0,110,89,87,126,2,214,0,8,64,12.8,0,0.3148148148148148,0.0,1.6,3.4,7,0.7566872179999999,192,187,-43,-52,87,312,1,1,109,21.8,0,0.3703703703703704,0.2,0.1999999999999999,7.4,-0.0333333333333333,0.3333333333333335,1.8,1.6,1.6,14.8,10.0,1.8,1.6,2.264063836,0.956445322,726.0,387.6,650.2,311.6,160.6,169.2,186.2,68.4,1407.6,787.2,255.4,283.2,1.8,2.6,0.0,0.2,0.6187090337099066,0.3812909662900934,137,4.854166666666667,1.6,1.8,1.6,14.8,2.264063836,1.6666666666666667,2.0,1.6666666666666667,-0.7999999999999998,-1.6,0.5412714887999999,0.121621613403945,0.6519396545869794,1.7844444444444445,0.6413340620369354,0.6,0.8,1.0,2.6,0.4,11.0,11.4,1.0,2.4,1.32671838262,1.4758200136,455.6,622.2,368.4,534.2,168.8,155.4,101.0,136.8,764.4,1106.4,281.8,257.4,2.6,2.4,0.0,0.4,0.4408441516076448,0.5591558483923552,6,226.875,0.4,1.0,2.6,11.0,1.32671838262,0.3333333333333333,1.0,3.0,-0.6,-1.0,-0.3462846293799999,0.0909090826446288,0.4227129333617433,1.875555555555556,0.4085952531491365,0.0,0.0,0.8,-1.0,1.2000000000000002,3.8000000000000007,-1.4000000000000004,0.8,-0.7999999999999998,0.9373454533799996,-0.5193746915999998,270.4,-234.6,281.80000000000007,-222.6,-8.200000000000017,13.799999999999985,85.19999999999999,-68.4,643.1999999999999,-319.20000000000005,-26.40000000000001,25.80000000000001,-0.8,0.2000000000000001,0.0,-0.2,0.1778648821022618,-0.1778648821022617,3,False,,,,test,2.883401076570969,H
3773457,2021-05-16 18:30:00,20,1200,20,1200,0,0,0,0,A,-1,6,0.591773428,194,178,31,47,50,317,2,9,127,25.4,0,0.655099894847529,0.4,1.8,7.6,0,0.0,85,69,64,86,2,163,0,8,83,16.6,0,0.3449001051524711,0.0,1.6,5.4,6,0.591773428,109,109,-33,-39,48,154,2,1,44,8.799999999999997,0,0.3101997896950578,0.4,0.1999999999999999,2.1999999999999997,0.1,0.25,1.8,1.6,1.6,14.8,10.0,1.8,1.6,2.264063836,0.956445322,726.0,387.6,650.2,311.6,160.6,169.2,186.2,68.4,1407.6,787.2,255.4,283.2,1.8,2.6,0.0,0.2,0.6187090337099066,0.3812909662900934,137,4.854166666666667,1.6,1.8,1.6,14.8,2.264063836,1.6666666666666667,2.0,1.6666666666666667,-0.7999999999999998,-1.6,0.5412714887999999,0.121621613403945,0.6519396545869794,1.7844444444444445,0.6413340620369354,0.6,0.8,1.0,2.6,0.4,11.0,11.4,1.0,2.4,1.32671838262,1.4758200136,455.6,622.2,368.4,534.2,168.8,155.4,101.0,136.8,764.4,1106.4,281.8,257.4,2.6,2.4,0.0,0.4,0.4408441516076448,0.5591558483923552,6,226.875,0.4,1.0,2.6,11.0,1.32671838262,0.3333333333333333,1.0,3.0,-0.6,-1.0,-0.3462846293799999,0.0909090826446288,0.4227129333617433,1.875555555555556,0.4085952531491365,0.0,0.0,0.8,-1.0,1.2000000000000002,3.8000000000000007,-1.4000000000000004,0.8,-0.7999999999999998,0.9373454533799996,-0.5193746915999998,270.4,-234.6,281.80000000000007,-222.6,-8.200000000000017,13.799999999999985,85.19999999999999,-68.4,643.1999999999999,-319.20000000000005,-26.40000000000001,25.80000000000001,-0.8,0.2000000000000001,0.0,-0.2,0.1778648821022618,-0.1778648821022617,3,False,,,,test,2.883401076570969,H
3773457,2021-05-16 18:30:00,25,1500,25,1500,0,0,0,0,A,-1,6,0.591773428,248,227,35,56,65,440,0,4,168,33.6,0,0.6766467065868264,0.0,0.8,10.8,0,0.0,93,75,79,110,2,197,0,16,51,10.2,0,0.3233532934131736,0.0,3.2,1.6,6,0.591773428,155,152,-44,-54,63,243,0,-12,117,23.4,0,0.3532934131736527,0.0,-2.4000000000000004,9.2,-0.24,-0.5999999999999999,1.8,1.6,1.6,14.8,10.0,1.8,1.6,2.264063836,0.956445322,726.0,387.6,650.2,311.6,160.6,169.2,186.2,68.4,1407.6,787.2,255.4,283.2,1.8,2.6,0.0,0.2,0.6187090337099066,0.3812909662900934,137,4.854166666666667,1.6,1.8,1.6,14.8,2.264063836,1.6666666666666667,2.0,1.6666666666666667,-0.7999999999999998,-1.6,0.5412714887999999,0.121621613403945,0.6519396545869794,1.7844444444444445,0.6413340620369354,0.6,0.8,1.0,2.6,0.4,11.0,11.4,1.0,2.4,1.32671838262,1.4758200136,455.6,622.2,368.4,534.2,168.8,155.4,101.0,136.8,764.4,1106.4,281.8,257.4,2.6,2.4,0.0,0.4,0.4408441516076448,0.5591558483923552,6,226.875,0.4,1.0,2.6,11.0,1.32671838262,0.3333333333333333,1.0,3.0,-0.6,-1.0,-0.3462846293799999,0.0909090826446288,0.4227129333617433,1.875555555555556,0.4085952531491365,0.0,0.0,0.8,-1.0,1.2000000000000002,3.8000000000000007,-1.4000000000000004,0.8,-0.7999999999999998,0.9373454533799996,-0.5193746915999998,270.4,-234.6,281.80000000000007,-222.6,-8.200000000000017,13.799999999999985,85.19999999999999,-68.4,643.1999999999999,-319.20000000000005,-26.40000000000001,25.80000000000001,-0.8,0.2000000000000001,0.0,-0.2,0.1778648821022618,-0.1778648821022617,3,False,,,,test,2.883401076570969,H
3773457,2021-05-16 18:30:00,35,2100,34,2099,1,0,1,0,A,-1,8,0.793495098,328,299,59,99,100,561,1,15,104,20.8,0,0.6456692913385826,0.2,3.0,5.2,0,0.0,157,130,95,142,4,318,0,8,143,28.6,0,0.3543307086614173,0.0,1.6,9.4,8,0.793495098,171,169,-36,-43,96,243,1,7,-39,-7.800000000000001,0,0.2913385826771653,0.2,1.4,-4.2,-0.0285714285714285,1.3142857142857145,1.8,1.6,1.6,14.8,10.0,1.8,1.6,2.264063836,0.956445322,726.0,387.6,650.2,311.6,160.6,169.2,186.2,68.4,1407.6,787.2,255.4,283.2,1.8,2.6,0.0,0.2,0.6187090337099066,0.3812909662900934,137,4.854166666666667,1.6,1.8,1.6,14.8,2.264063836,1.6666666666666667,2.0,1.6666666666666667,-0.7999999999999998,-1.6,0.5412714887999999,0.121621613403945,0.6519396545869794,1.7844444444444445,0.6413340620369354,0.6,0.8,1.0,2.6,0.4,11.0,11.4,1.0,2.4,1.32671838262,1.4758200136,455.6,622.2,368.4,534.2,168.8,155.4,101.0,136.8,764.4,1106.4,281.8,257.4,2.6,2.4,0.0,0.4,0.4408441516076448,0.5591558483923552,6,226.875,0.4,1.0,2.6,11.0,1.32671838262,0.3333333333333333,1.0,3.0,-0.6,-1.0,-0.3462846293799999,0.0909090826446288,0.4227129333617433,1.875555555555556,0.4085952531491365,0.0,0.0,0.8,-1.0,1.2000000000000002,3.8000000000000007,-1.4000000000000004,0.8,-0.7999999999999998,0.9373454533799996,-0.5193746915999998,270.4,-234.6,281.80000000000007,-222.6,-8.200000000000017,13.799999999999985,85.19999999999999,-68.4,643.1999999999999,-319.20000000000005,-26.40000000000001,25.80000000000001,-0.8,0.2000000000000001,0.0,-0.2,0.1778648821022618,-0.1778648821022617,3,False,,,,test,2.883401076570969,H
3773457,2021-05-16 18:30:00,60,3600,59,3585,1,1,0,0,A,-1,10,0.863224027,541,487,112,185,164,948,0,14,127,25.4,0,0.6243036211699164,0.0,2.8,7.2,1,0.051378094,288,236,172,259,11,514,0,11,103,20.6,0,0.3756963788300835,0.0,2.2,6.0,9,0.811845933,253,251,-60,-74,153,434,0,3,24,4.799999999999997,0,0.2486072423398329,0.0,0.5999999999999996,1.2000000000000002,-0.1666666666666666,0.9333333333333332,1.8,1.6,1.6,14.8,10.0,1.8,1.6,2.264063836,0.956445322,726.0,387.6,650.2,311.6,160.6,169.2,186.2,68.4,1407.6,787.2,255.4,283.2,1.8,2.6,0.0,0.2,0.6187090337099066,0.3812909662900934,137,4.854166666666667,1.6,1.8,1.6,14.8,2.264063836,1.6666666666666667,2.0,1.6666666666666667,-0.7999999999999998,-1.6,0.5412714887999999,0.121621613403945,0.6519396545869794,1.7844444444444445,0.6413340620369354,0.6,0.8,1.0,2.6,0.4,11.0,11.4,1.0,2.4,1.32671838262,1.4758200136,455.6,622.2,368.4,534.2,168.8,155.4,101.0,136.8,764.4,1106.4,281.8,257.4,2.6,2.4,0.0,0.4,0.4408441516076448,0.5591558483923552,6,226.875,0.4,1.0,2.6,11.0,1.32671838262,0.3333333333333333,1.0,3.0,-0.6,-1.0,-0.3462846293799999,0.0909090826446288,0.4227129333617433,1.875555555555556,0.4085952531491365,0.0,0.0,0.8,-1.0,1.2000000000000002,3.8000000000000007,-1.4000000000000004,0.8,-0.7999999999999998,0.9373454533799996,-0.5193746915999998,270.4,-234.6,281.80000000000007,-222.6,-8.200000000000017,13.799999999999985,85.19999999999999,-68.4,643.1999999999999,-319.20000000000005,-26.40000000000001,25.80000000000001,-0.8,0.2000000000000001,0.0,-0.2,0.1778648821022618,-0.1778648821022617,3,False,,,,test,2.8828555143013332,H
3773457,2021-05-16 18:30:00,80,4800,79,4799,1,1,0,0,A,-1,14,1.616294007,690,620,143,243,199,1305,0,2,184,36.8,0,0.6201237557169761,0.0,0.4,12.2,2,0.1287805739999999,372,301,225,346,20,734,0,20,54,10.8,0,0.3798762442830239,0.0,4.0,1.4,12,1.4875134330000002,318,319,-82,-103,179,571,0,-18,130,26.0,0,0.2402475114339521,0.0,-3.6,10.8,-0.175,-1.3875000000000002,1.8,1.6,1.6,14.8,10.0,1.8,1.6,2.264063836,0.956445322,726.0,387.6,650.2,311.6,160.6,169.2,186.2,68.4,1407.6,787.2,255.4,283.2,1.8,2.6,0.0,0.2,0.6187090337099066,0.3812909662900934,137,4.854166666666667,1.6,1.8,1.6,14.8,2.264063836,1.6666666666666667,2.0,1.6666666666666667,-0.7999999999999998,-1.6,0.5412714887999999,0.121621613403945,0.6519396545869794,1.7844444444444445,0.6413340620369354,0.6,0.8,1.0,2.6,0.4,11.0,11.4,1.0,2.4,1.32671838262,1.4758200136,455.6,622.2,368.4,534.2,168.8,155.4,101.0,136.8,764.4,1106.4,281.8,257.4,2.6,2.4,0.0,0.4,0.4408441516076448,0.5591558483923552,6,226.875,0.4,1.0,2.6,11.0,1.32671838262,0.3333333333333333,1.0,3.0,-0.6,-1.0,-0.3462846293799999,0.0909090826446288,0.4227129333617433,1.875555555555556,0.4085952531491365,0.0,0.0,0.8,-1.0,1.2000000000000002,3.8000000000000007,-1.4000000000000004,0.8,-0.7999999999999998,0.9373454533799996,-0.5193746915999998,270.4,-234.6,281.80000000000007,-222.6,-8.200000000000017,13.799999999999985,85.19999999999999,-68.4,643.1999999999999,-319.20000000000005,-26.40000000000001,25.80000000000001,-0.8,0.2000000000000001,0.0,-0.2,0.1778648821022618,-0.1778648821022617,3,False,,,,test,2.8828555143013332,H
3773457,2021-05-16 18:30:00,55,3300,55,3300,1,1,0,0,A,-1,10,0.863224027,505,455,98,165,148,898,1,4,180,36.0,0,0.6306238185255199,0.2,0.8,11.0,1,0.051378094,258,211,161,242,10,481,0,16,76,15.2,0,0.3693761814744801,0.0,3.2,3.4,9,0.811845933,247,244,-63,-77,138,417,1,-12,104,20.8,0,0.2612476370510397,0.2,-2.4000000000000004,7.6,0.0181818181818181,-0.9818181818181816,1.8,1.6,1.6,14.8,10.0,1.8,1.6,2.264063836,0.956445322,726.0,387.6,650.2,311.6,160.6,169.2,186.2,68.4,1407.6,787.2,255.4,283.2,1.8,2.6,0.0,0.2,0.6187090337099066,0.3812909662900934,137,4.854166666666667,1.6,1.8,1.6,14.8,2.264063836,1.6666666666666667,2.0,1.6666666666666667,-0.7999999999999998,-1.6,0.5412714887999999,0.121621613403945,0.6519396545869794,1.7844444444444445,0.6413340620369354,0.6,0.8,1.0,2.6,0.4,11.0,11.4,1.0,2.4,1.32671838262,1.4758200136,455.6,622.2,368.4,534.2,168.8,155.4,101.0,136.8,764.4,1106.4,281.8,257.4,2.6,2.4,0.0,0.4,0.4408441516076448,0.5591558483923552,6,226.875,0.4,1.0,2.6,11.0,1.32671838262,0.3333333333333333,1.0,3.0,-0.6,-1.0,-0.3462846293799999,0.0909090826446288,0.4227129333617433,1.875555555555556,0.4085952531491365,0.0,0.0,0.8,-1.0,1.2000000000000002,3.8000000000000007,-1.4000000000000004,0.8,-0.7999999999999998,0.9373454533799996,-0.5193746915999998,270.4,-234.6,281.80000000000007,-222.6,-8.200000000000017,13.799999999999985,85.19999999999999,-68.4,643.1999999999999,-319.20000000000005,-26.40000000000001,25.80000000000001,-0.8,0.2000000000000001,0.0,-0.2,0.1778648821022618,-0.1778648821022617,3,False,,,,test,2.8828555143013332,H
