task,model,calibration,train_seconds,peak_memory_mb,accuracy,balanced_accuracy,macro_f1,mcc,log_loss,brier,rps,ece,precision_H,recall_H,f1_H,precision_D,recall_D,f1_D,precision_A,recall_A,f1_A,mae,rmse,r2,corr
C,XGBoost,none,0.0,0.0,0.5757575757575758,0.4743589743589744,0.42512077294685985,0.3417809904051932,0.9107612060861037,0.5365144279935148,0.19258176596938045,0.10565461604096923,0.5217391304347826,0.9230769230769231,0.6666666666666666,0.0,0.0,0.0,0.7777777777777778,0.5,0.6086956521739131,,,,
C,XGBoost,sigmoid,0.18416509999951813,,0.6060606060606061,0.49633699633699635,0.4444444444444444,0.3644690062673602,0.8780586949584772,0.5105139584509952,0.1830369356725257,0.10239893539166361,0.55,0.8461538461538461,0.6666666666666666,0.0,0.0,0.0,0.6923076923076923,0.6428571428571429,0.6666666666666666,,,,
C,XGBoost,isotonic,0.17904960000305437,,0.6363636363636364,0.5518925518925518,0.5421146953405018,0.4152319868732298,3.932802965037835,0.5583536085337574,0.20492865625851844,0.23647468025709506,0.6111111111111112,0.8461538461538461,0.7096774193548387,0.5,0.16666666666666666,0.25,0.6923076923076923,0.6428571428571429,0.6666666666666666,,,,
C,LightGBM,none,0.0,0.0,0.3939393939393939,0.3333333333333333,0.18840579710144925,0.0,1.1010036911166043,0.6763636363636365,0.26363636363636367,0.1393939393939394,0.3939393939393939,1.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C,LightGBM,sigmoid,0.017182099996716715,,0.3939393939393939,0.3333333333333333,0.18840579710144925,0.0,1.0920910130362533,0.6679016823901474,0.25887041812784606,0.11172722168180393,0.3939393939393939,1.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C,LightGBM,isotonic,0.01720509999722708,,0.3939393939393939,0.3333333333333333,0.18840579710144925,0.0,1.1010036911166043,0.6763636363636365,0.26363636363636367,0.1393939393939394,0.3939393939393939,1.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,,,,
C,FIGS,none,0.0,0.0,0.6060606060606061,0.5280830280830281,0.5165740740740741,0.37572684996573696,1.0022541216840666,0.5991866124408521,0.22057728658912554,0.16628617911617455,0.5789473684210527,0.8461538461538461,0.6875,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.7272727272727273,0.5714285714285714,0.64,,,,
C,FIGS,sigmoid,0.36557799999718554,,0.5151515151515151,0.45665445665445664,0.43511303511303506,0.23967236809585776,1.037768352427729,0.6221271915875108,0.22853835070130166,0.11653132819955798,0.5,0.8461538461538461,0.6285714285714286,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.625,0.35714285714285715,0.45454545454545453,,,,
C,FIGS,isotonic,0.3637442000035662,,0.5151515151515151,0.45665445665445664,0.4343434343434343,0.2474726905299644,4.066222049526076,0.6460633059817799,0.23904949186309038,0.18789558556742594,0.55,0.8461538461538461,0.6666666666666666,0.2,0.16666666666666666,0.18181818181818182,0.625,0.35714285714285715,0.45454545454545453,,,,
R,DummyPrior,none,0.0006304999988060445,,,,,,,,,,,,,,,,,,,1.803030303030303,2.2579824730242812,-0.051562499999999956,0.0
R,SVR,none,0.04856090000248514,,,,,,,,,,,,,,,,,,,1.7049770707311867,2.2022510733117233,-0.0002938941674188733,0.5839727645767481
R,KernelRidge,none,0.0657098000010592,,,,,,,,,,,,,,,,,,,2.5156118725386394,6.402360708734981,-7.454233420480406,-0.183154279690016
R,KernelRidgeApprox,none,0.09115419999579899,,,,,,,,,,,,,,,,,,,1.7193953485808833,2.204464047681689,-0.00230523336373456,0.5924817368761722
R,RandomForest,none,2.2182377000062843,,,,,,,,,,,,,,,,,,,0.9415873015873015,1.2737176169502598,0.6653889579058012,0.8485967341911097
R,GBM,none,1.8022375000000466,,,,,,,,,,,,,,,,,,,0.45186842281561995,0.678782097275965,0.9049713157861388,0.9530120253270467
R,XGBoost,none,1.4335300000020652,,,,,,,,,,,,,,,,,,,0.7064228719382575,0.9068726697760674,0.8303762794177283,0.9236737239715122
R,LightGBM,none,0.0818035999982385,,,,,,,,,,,,,,,,,,,1.803030303030303,2.2579824730242812,-0.051562499999999956,0.0
R,FIGS,none,0.3135569000005489,,,,,,,,,,,,,,,,,,,1.6144781144781144,1.858477205505079,0.2876253858024691,0.584757034565369
L,DummyPrior,none,0.00016940000205067918,,0.3939393939393939,0.3333333333333333,0.18840579710144925,0.0,1.1010036911166041,0.6763636363636364,0.2636363636363637,0.1393939393939394,0.3939393939393939,1.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,,,,
L,SVC,none,0.0,0.0,0.6127946127946128,0.5651878985212319,0.5528443802492912,0.40953708558146396,1.643575716327265,0.598633351608595,0.228159206299063,0.2386940354715663,0.5901639344262295,0.9230769230769231,0.72,0.44871794871794873,0.32407407407407407,0.3763440860215054,0.7533333333333333,0.44841269841269843,0.5621890547263682,,,,
L,SVC,sigmoid,0.062189299998863135,,0.5673400673400674,0.4922330755664089,0.4684140297626025,0.3315895885208357,0.9903528723061622,0.5694381646542156,0.21171837688107942,0.22101082566963942,0.5181598062953995,0.9145299145299145,0.6615146831530139,0.45161290322580644,0.12962962962962962,0.2014388489208633,0.7266666666666667,0.43253968253968256,0.5422885572139303,,,,
L,SVC,isotonic,0.06052590000035707,,0.6363636363636364,0.5852665852665853,0.5753983992293344,0.4417663631085401,3.942955514978145,0.5871082067617944,0.21616089483296938,0.142809950700425,0.6257309941520468,0.9145299145299145,0.7430555555555556,0.41379310344827586,0.3333333333333333,0.36923076923076925,0.7757575757575758,0.5079365079365079,0.6139088729016786,,,,
L,RandomForest,none,0.0,0.0,0.5454545454545454,0.4468864468864469,0.42735042735042733,0.27276859629013933,4.071337848638943,0.6318649831649832,0.23191557239057242,0.22688552188552188,0.5882352941176471,0.7692307692307693,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.5714285714285714,0.6153846153846154,,,,
L,RandomForest,sigmoid,0.3438819000002695,,0.6060606060606061,0.49633699633699635,0.45138888888888884,0.36313758374228017,0.9853750791074376,0.574377586100722,0.20949669772179189,0.16101037408686045,0.5789473684210527,0.8461538461538461,0.6875,0.0,0.0,0.0,0.6923076923076923,0.6428571428571429,0.6666666666666666,,,,
L,RandomForest,isotonic,0.34022460000414867,,0.5454545454545454,0.4468864468864469,0.42735042735042733,0.27276859629013933,3.964678272294979,0.5874413262976783,0.2140010171201033,0.1946058751786766,0.5882352941176471,0.7692307692307693,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.5714285714285714,0.6153846153846154,,,,
L,GBM,none,0.0,0.0,0.45454545454545453,0.40537240537240543,0.39393939393939387,0.1447481774797905,4.024404982372858,0.8584476528016339,0.30515953404336665,0.4172323848271089,0.45,0.6923076923076923,0.5454545454545454,0.2,0.16666666666666666,0.18181818181818182,0.625,0.35714285714285715,0.45454545454545453,,,,
L,GBM,sigmoid,2.979855300000054,,0.45454545454545453,0.3772893772893773,0.315018315018315,0.11789817993981233,1.0365290946192915,0.6102848979407602,0.22927300361607114,0.16062117962087474,0.4230769230769231,0.8461538461538461,0.5641025641025641,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.38095238095238093,,,,
L,GBM,isotonic,2.976604600000428,,0.5757575757575758,0.47252747252747246,0.4342948717948718,0.3166079237570117,3.988040668297504,0.5928245325770207,0.21524168480954103,0.13476177399523098,0.5789473684210527,0.8461538461538461,0.6875,0.0,0.0,0.0,0.6666666666666666,0.5714285714285714,0.6153846153846154,,,,
L,XGBoost,none,0.0,0.0,0.5454545454545454,0.4804639804639805,0.46677018633540374,0.28421894984151935,2.1386464195634747,0.8376614809439596,0.3276596556651485,0.42322677774301365,0.5,0.8461538461538461,0.6285714285714286,0.5,0.16666666666666666,0.25,0.6666666666666666,0.42857142857142855,0.5217391304347826,,,,
L,XGBoost,sigmoid,0.4580987000008463,,0.5303030303030303,0.4368131868131868,0.3853104051296998,0.250789788692544,1.0927376162141895,0.6372487080257059,0.24385162561352883,0.15679697817627064,0.46808510638297873,0.8461538461538461,0.6027397260273972,0.0,0.0,0.0,0.6842105263157895,0.4642857142857143,0.5531914893617021,,,,
L,XGBoost,isotonic,0.45445420000032755,,0.51010101010101,0.42094017094017094,0.3730812786616884,0.21847315065517256,4.162327935246176,0.7009036958835477,0.270955509313029,0.18290554241254603,0.4748201438848921,0.8461538461538461,0.6082949308755761,0.0,0.0,0.0,0.660377358490566,0.4166666666666667,0.5109489051094891,,,,
L,LightGBM,none,0.0,0.0,0.5420875420875421,0.4778184778184778,0.46057882302782843,0.2806072957245553,3.895677121965361,0.8652412136148124,0.3328811780839811,0.42750697422878514,0.5210526315789473,0.8461538461538461,0.6449511400651465,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.6625,0.42063492063492064,0.5145631067961165,,,,
L,LightGBM,sigmoid,0.4738993999999366,,0.5151515151515151,0.4249084249084249,0.3703703703703704,0.21686361637951448,1.0946460628029573,0.6285706260752857,0.23536168529732043,0.23317021381972394,0.4782608695652174,0.8461538461538461,0.6111111111111112,0.0,0.0,0.0,0.6,0.42857142857142855,0.5,,,,
L,LightGBM,isotonic,0.4919947000016691,,0.5370370370370371,0.4421041921041921,0.39230474073486016,0.26167278807315003,4.011573424193242,0.6146424554801352,0.22888758386441907,0.18569566606026233,0.4771084337349398,0.8461538461538461,0.6101694915254238,0.0,0.0,0.0,0.6914285714285714,0.4801587301587302,0.5667447306791569,,,,
L,FIGS,none,0.0,0.0,0.48484848484848486,0.4590964590964591,0.4530591846933676,0.21220930232558138,1.0574315312857845,0.6355356113794629,0.23372431581231892,0.044753584013062814,0.5,0.6153846153846154,0.5517241379310345,0.25,0.3333333333333333,0.2857142857142857,0.6666666666666666,0.42857142857142855,0.5217391304347826,,,,
L,FIGS,sigmoid,7.657068499996967,,0.42424242424242425,0.3534798534798535,0.2885964912280702,0.07301306699172953,1.1336964146794581,0.6885091672715943,0.2652551740662224,0.1445141234172797,0.4074074074074074,0.8461538461538461,0.55,0.0,0.0,0.0,0.6,0.21428571428571427,0.3157894736842105,,,,
L,FIGS,isotonic,7.6288214000014705,,0.48484848484848486,0.40109890109890106,0.35171261487050964,0.18549867204548126,1.0494710739348916,0.6290606102329336,0.23947425565592448,0.25396542003927375,0.44,0.8461538461538461,0.5789473684210527,0.0,0.0,0.0,0.7142857142857143,0.35714285714285715,0.47619047619047616,,,,
L_reg,DummyPrior,none,0.0006166999955894426,,,,,,,,,,,,,,,,,,,1.803030303030303,2.2579824730242812,-0.051562499999999956,0.0
L_reg,SVR,none,0.313075400001253,,,,,,,,,,,,,,,,,,,1.6082892539091063,1.9912808402408406,0.18217762690350714,0.4447052171867611
L_reg,KernelRidge,none,0.2670892999958596,,,,,,,,,,,,,,,,,,,1.5959420855392414,1.988189672549697,0.18471475160563777,0.445175905551628
L_reg,KernelRidgeApprox,none,0.26004599999578204,,,,,,,,,,,,,,,,,,,1.4963989502218324,1.882534379757659,0.26906326373752953,0.5275432930386755
L_reg,RandomForest,none,12.074173100001644,,,,,,,,,,,,,,,,,,,1.7013345258136923,2.104878114349035,0.08620692552023068,0.536208069203518
L_reg,GBM,none,14.642510999998194,,,,,,,,,,,,,,,,,,,1.638959614113273,2.0134314022434623,0.16388188511985946,0.5188773475210794
L_reg,XGBoost,none,6.605254199996125,,,,,,,,,,,,,,,,,,,1.5384826705938437,1.9487402715751494,0.21674734175037524,0.5046142523045587
L_reg,LightGBM,none,1.8819692999968538,,,,,,,,,,,,,,,,,,,1.6333324334818486,1.9927036661585698,0.18100849539362784,0.5539708311830098
L_reg,FIGS,none,22.21475769999961,,,,,,,,,,,,,,,,,,,1.7075757575757577,2.2192512180390316,-0.015796918558343087,0.32300396256809705
R_to_C,Margin_to_Class_DummyPrior,none,0.0,0.0,0.3939393939393939,0.3333333333333333,0.18840579710144925,0.0,1.1010634964795876,0.6763934731980745,0.26364953822166004,0.13938753141612836,0.3939393939393939,1.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,,,,
R_to_C,Margin_to_Class_SVR,none,0.0,0.0,0.3939393939393939,0.3333333333333333,0.18840579710144925,0.0,1.081900280209323,0.6568307747890301,0.2504097744680187,0.041632482576767216,0.3939393939393939,1.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,,,,
R_to_C,Margin_to_Class_KernelRidge,none,0.0,0.0,0.6060606060606061,0.4926739926739927,0.4434556915090842,0.34980024102097335,2.1585979405534528,0.6515859965932979,0.24668547300682545,0.2360169562908979,0.5625,0.6923076923076923,0.6206896551724138,0.0,0.0,0.0,0.6470588235294118,0.7857142857142857,0.7096774193548387,,,,
R_to_C,Margin_to_Class_KernelRidgeApprox,none,0.0,0.0,0.3939393939393939,0.3333333333333333,0.18840579710144925,0.0,1.0856684466664577,0.6598663237901156,0.2526625469485467,0.060530095214583024,0.3939393939393939,1.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,,,,
R_to_C,Margin_to_Class_RandomForest,none,0.0,0.0,0.6666666666666666,0.5439560439560439,0.489432703003337,0.46265579818791763,0.7550429619129725,0.44275007388504406,0.1497269615290385,0.10597564221060639,0.6111111111111112,0.8461538461538461,0.7096774193548387,0.0,0.0,0.0,0.7333333333333333,0.7857142857142857,0.7586206896551724,,,,
R_to_C,Margin_to_Class_GBM,none,0.0,0.0,0.8181818181818182,0.6666666666666666,0.6,0.7290229322212809,0.6526497164985119,0.3734210989977913,0.10655865832264858,0.2064896199492836,0.7647058823529411,1.0,0.8666666666666667,0.0,0.0,0.0,0.875,1.0,0.9333333333333333,,,,
R_to_C,Margin_to_Class_XGBoost,none,0.0,0.0,0.7272727272727273,0.5934065934065934,0.5339265850945495,0.5709369424446643,0.6272085874977327,0.3685472375805949,0.11761711801851023,0.1312424294528805,0.6666666666666666,0.9230769230769231,0.7741935483870968,0.0,0.0,0.0,0.8,0.8571428571428571,0.8275862068965517,,,,
R_to_C,Margin_to_Class_LightGBM,none,0.0,0.0,0.3939393939393939,0.3333333333333333,0.18840579710144925,0.0,1.1010634964795876,0.6763934731980745,0.26364953822166004,0.13938753141612836,0.3939393939393939,1.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,,,,
R_to_C,Margin_to_Class_FIGS,none,0.0,0.0,0.6363636363636364,0.5201465201465202,0.4672619047619048,0.41322822085492716,1.0649009500247346,0.581210671417623,0.21430857460891606,0.16874192096969926,0.5789473684210527,0.8461538461538461,0.6875,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,,,,
