feature,importance
prematch_away_form_5_passes_for,0.21647903
prematch_diff_form_5_pressures_for,0.14121893
prematch_diff_form_5_defensive_actions_for,0.10638097
prematch_home_form_5_shot_goals_against,0.09017936
prematch_diff_form_5_shots_for,0.052270353
prematch_home_form_5_yellow_cards_against,0.04084153
prematch_home_form_5_xg_for,0.03814557
prematch_home_matches_played_before,0.03499853
prematch_away_form_5_yellow_cards_for,0.031834144
prematch_home_form_5_goals_against,0.0304172
prematch_away_form_5_yellow_cards_against,0.030358758
prematch_away_form_5_pressures_against,0.018660262
prematch_home_form5_goals_for,0.015349602
prematch_home_form_5_red_cards_for,0.01403127
prematch_home_form5_xg_for,0.013285769
prematch_away_form_5_shots_for,0.012503463
prematch_home_form3_goals_against,0.01186024
prematch_diff_form_5_yellow_cards_against,0.009601989
prematch_home_momentum_points,0.009528383
prematch_home_form_5_goals_for,0.008260155
prematch_away_form3_goals_against,0.008083881
prematch_away_form_5_defensive_actions_against,0.007411975
prematch_home_form_5_xg_against,0.0055824984
prematch_home_form_5_shot_goals_for,0.005055723
prematch_diff_form_5_completed_passes_for,0.0047564483
prematch_home_form_5_yellow_cards_for,0.0043695476
prematch_away_form_5_goals_for,0.0040415283
prematch_home_form_5_passes_against,0.0033309048
prematch_away_form3_points,0.0033033122
prematch_away_form_5_shot_goals_for,0.0029654163
prematch_away_form_5_xg_for,0.002832238
prematch_home_rest_days,0.0027580867
live_home_event_share,0.0027003884
prematch_diff_form_5_red_cards_for,0.0025175447
prematch_home_form_5_shots_for,0.0016775349
prematch_home_form_5_pressures_for,0.0013592192
prematch_away_form_5_points,0.0011739702
prematch_away_form_5_xg_against,0.001010255
prematch_home_form_5_points,0.0009142294
prematch_away_form_5_event_share_for,0.0007556156
prematch_home_form_5_defensive_actions_for,0.00071498373
prematch_diff_form_5_xg_against,0.00069862895
prematch_diff_form_5_carries_final_third_against,0.00059898105
prematch_diff_form_5_passes_for,0.0005648603
prematch_away_matches_played_before,0.00054977013
prematch_away_form_5_passes_against,0.0004631455
prematch_home_form3_points,0.0004334003
prematch_away_home_win_rate_5,0.00039088883
prematch_away_form_5_shots_against,0.0003406524
live_away_xg,0.00032316524
live_away_event_share,0.00031999094
prematch_home_form_5_completed_passes_for,0.00026081022
prematch_diff_form_5_points,0.00025731578
prematch_away_form_5_pressures_for,0.00022009498
prematch_away_pressure_rate_5,0.00021700305
live_diff_defensive_actions,0.00021675165
prematch_diff_form_5_yellow_cards_for,0.00020117947
live_diff_xg,0.00016689234
prematch_home_form3_goals_for,0.000151515
prematch_home_form_5_passes_for,7.8202014e-05
live_home_xg,2.6003596e-05
live_diff_recent_shots_per_min,0.0
live_diff_event_share,0.0
live_diff_red_cards,0.0
live_diff_set_pieces,0.0
live_diff_final_third_carries,0.0
live_diff_pressures,0.0
