stage,ECE,bin_lo,bin_hi,n,accuracy,confidence
before,0.17553439153439154,0.4,0.5,8,0.625,0.4695257936507936
before,0.17553439153439154,0.5,0.6000000000000001,13,0.7692307692307693,0.5495201465201466
before,0.17553439153439154,0.6000000000000001,0.7000000000000001,4,0.75,0.6443611111111112
before,0.17553439153439154,0.7000000000000001,0.8,5,0.6,0.7486888888888888
after,0.16646255912187682,0.4,0.5,5,0.4,0.4806402835411453
after,0.16646255912187682,0.5,0.6000000000000001,16,0.6875,0.542558688781478
after,0.16646255912187682,0.6000000000000001,0.7000000000000001,9,0.8888888888888888,0.636487291505086
